Region,Maker,Model,Model year,Supplier
ASEAN?India?Korea,Nissan,Note (Thailand),2022,"Kiriu (Thailand) Co., Ltd."
Japan,Nissan,Note Aura,2022,Kiriu Corporation
Japan,Nissan,Note e-POWER,2022,Kiriu Corporation
ASEAN?India?Korea,Suzuki,Celerio (Thailand),2022,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Toyota,Camry (Thailand),2022,"Thai Summit Engineering Co., Ltd."
ASEAN?India?Korea,Toyota,Camry Hybrid (Thailand),2022,"Thai Summit Engineering Co., Ltd."
ASEAN?India?Korea,Toyota,Corolla Altis (Thailand),2022,"Thai Summit Engineering Co., Ltd."
ASEAN?India?Korea,Toyota,Fortuner (Thailand),2022,"Thai Summit Engineering Co., Ltd."
ASEAN?India?Korea,Toyota,Hilux Revo (Thailand),2022,"Thai Summit Engineering Co., Ltd."
ASEAN?India?Korea,Ford,Aspire (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,Ford,EcoSport (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,Ford,Endeavour (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,Ford,Figo (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,Ford,Freestyle (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,GM,Chevrolet Colorado (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,City (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,City CNG (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,Jazz (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Pajero Sport (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Triton (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Nissan,Almera (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Nissan,March (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Nissan,Navara (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Nissan,Note (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Nissan,Sylphy (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Renault,Captur (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,Renault,Duster (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,Renault,Kwid (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,Renault,Lodgy (India),2018,Emitec Emission Control Technologies India Pvt. Ltd. (Formerly Continental Automotive Components India Pvt. Ltd.)
ASEAN?India?Korea,Suzuki,Celerio (Thailand),2018,"Kiriu (Thailand) Co., Ltd."
China,FAW-Volkswagen,Volkswagen Jetta (FF) (China),2016,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd."
ASEAN?India?Korea,GM,Chevrolet Colorado (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,City (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,City CNG (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
Japan,Honda,Fit,2016,Kiriu Corporation
Japan,Honda,Grace,2016,Kiriu Corporation
Japan,Honda,Grace Hybrid,2016,Kiriu Corporation
ASEAN?India?Korea,Honda,Jazz (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,Jazz Hybrid (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
Japan,Honda,N-BOX,2016,Kiriu Corporation
Japan,Honda,N-ONE,2016,Kiriu Corporation
Japan,Honda,N-WGN,2016,Kiriu Corporation
Japan,Honda,Shuttle,2016,Kiriu Corporation
Japan,Mitsubishi,Delica D:3,2016,Kiriu Corporation
ASEAN?India?Korea,Mitsubishi,Pajero Sport (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Triton (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Nissan,Almera (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
Japan,Nissan,Cube,2016,Kiriu Corporation
Japan,Nissan,e-NV200 Wagon,2016,Kiriu Corporation
Japan,Nissan,Juke,2016,Kiriu Corporation
ASEAN?India?Korea,Nissan,Latio (Thailand),2016,Kiriu Corporation
ASEAN?India?Korea,Nissan,March (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Nissan,Navara (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
Japan,Nissan,Note,2016,Kiriu Corporation
Japan,Nissan,Note Medalist,2016,Kiriu Corporation
Japan,Nissan,NV200 Vanette,2016,Kiriu Corporation
Japan,Nissan,NV200 Vanette Wagon,2016,Kiriu Corporation
Japan,Nissan,NV350 Caravan,2016,Kiriu Corporation
Japan,Nissan,NV350 Caravan Wagon,2016,Kiriu Corporation
ASEAN?India?Korea,Nissan,Pulsar (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
Japan,Nissan,Sylphy,2016,Kiriu Corporation
ASEAN?India?Korea,Nissan,Sylphy (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
Japan,Nissan,Wingroad,2016,Kiriu Corporation
ASEAN?India?Korea,Suzuki,Celerio (Thailand),2016,"Kiriu (Thailand) Co., Ltd."
Japan,Toyota,Allion,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Aqua,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Aqua,2016,"AT Tohoku Co., Ltd."
Japan,Toyota,C-HR,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Corolla Axio,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Corolla Axio Hybrid,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Corolla Fielder,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Corolla Fielder Hybrid,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Esquire,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Hiace Wagon,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Isis,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,MIRAI,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Noah,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Porte,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Premio,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Ractis,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Spade,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Vitz,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Voxy,2016,"Aisin Takaoka Co., Ltd."
Japan,Toyota,Wish,2016,"Aisin Takaoka Co., Ltd."
China,GAC Honda,Honda Fit (FF) (China),2015,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd."
China,Geely,Free Cruiser (China),2015,"Zhengtiang Automobile Brake Manufacturing Co., Ltd."
China,Geely,King Kong (FF) (China),2015,"Zhengtiang Automobile Brake Manufacturing Co., Ltd."
ASEAN?India?Korea,GM,Chevrolet Colorado (Thailand),2015,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,City (Thailand),2015,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,City CNG (Thailand),2015,"Kiriu (Thailand) Co., Ltd."
Japan,Honda,Fit,2015,Kiriu Corporation
ASEAN?India?Korea,Honda,Jazz (Thailand),2015,"Kiriu (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,Jazz Hybrid (Thailand),2015,"Kiriu (Thailand) Co., Ltd."
Japan,Honda,N-BOX,2015,Kiriu Corporation
Japan,Honda,N-BOX +,2015,Kiriu Corporation
Japan,Honda,N-BOX Slash,2015,Kiriu Corporation
Japan,Honda,N-ONE,2015,Kiriu Corporation
Japan,Honda,N-WGN,2015,Kiriu Corporation
Japan,Mazda,Bongo Van,2015,"Yoshiwa Kogyo Co., Ltd."
Japan,Mazda,Demio,2015,"Yoshiwa Kogyo Co., Ltd."
Japan,Mazda,Verisa,2015,"Yoshiwa Kogyo Co., Ltd."
