supplier_id,supplier_name,parent_company
901,Multimatic Indiana Inc.,Multimatic
902,Multimatic Tennessee,Multimatic
903,"Multimatic, Inc.",Multimatic
904,Mungi Engineers Pvt. Ltd.,
905,Munjal Showa Ltd.,
906,"Musashi Auto Parts (Zhongshan) Co., Ltd.",Musashi
907,Musashi Auto Parts Canada Inc.,Musashi
908,"Musashi Auto Parts Co., Ltd.",Musashi
909,"Musashi Casting Co., Ltd.",Musashi
910,"Musashi Seimitsu Industry Co., Ltd.",Musashi
911,"Myunghwa Ind. Co., Ltd.",
912,"NASN Automotive Electronics Co., Ltd.",
913,"NHK Spring (Thailand) Co., Ltd.",NHK
914,"NHK Spring (Thailand) Co., Ltd. - Wellgrow Plant",NHK
915,"NHK Spring Co., Ltd.",NHK
916,NHK of America Suspension Components Inc.,NHK
917,NICHIAS Corp.,
918,NPP ITELMA LLC - Kostroma Plant,
919,"NPR of America, Inc.",
920,NSK Corporation,NSK
921,NSK Ltd.,NSK
922,"NSK Steering Systems America, Inc. - Dyersburg",NSK
923,"NSK Steering Systems Co., Ltd.",NSK
924,NTN Corporation,
925,"Nakatani Koun Co., Ltd.",
926,"Nanjing Automobile Forging Co., Ltd.",
927,"Nanjing Chervon Auto Precision Technology Co., Ltd.",
928,"Nanjing Hanshen Material Technology Co., Ltd. (Formerly Nanjing Ecocat Emission Technology Co., Ltd.)",
929,"Nanjing Hirotec Co., Ltd.",
930,"Nanjing Valeo Clutch Co., Ltd.",
931,"Nanpi Lvyuan Environmental Protection Equipment Co., Ltd.",
932,"Nantong Yifeng Mechanical Components Manufacturing Co., Ltd.",
933,"Nanyang Cijan Auto Shock Absorber Co., Ltd.",Nanyang
934,"Nanyang Linjite Metal Products Co., Ltd.",Nanyang
935,National Engineering Industries Ltd.,
936,"Neijiang Jinhong Crankshaft Co., Ltd.",
937,Nemak ?zmir D?k?m Sanayi A.?.,Nemak
938,Nemak Aluminio do Brasil Ltda.,Nemak
939,Nemak Dillingen GmbH,Nemak
940,Nemak Europe GmbH,Nemak
941,Nemak Linz GmbH,Nemak
942,Nemak Poland Sp. Z.o.o.,Nemak
943,Nemak USA Inc. - Alabama,Nemak
944,Nemak Wernigerode GmbH,Nemak
945,"Nemak, S.A.B. de C.V.",Nemak
946,Neumayer Tekfor GmbH,
947,"New Mather Metals, Inc.",
948,New Products Corp.,
949,Nexteer Automotive - Queretaro Plant,Nexteer
950,Nexteer Automotive Group Ltd.,Nexteer
951,Nexteer Automotive Ltd. - Saginaw,Nexteer
952,Nidec Corporation,Nidec
953,Nidec GPM Automotive Pumps (Suzhou) Co. Ltd. (Formerly GPM Automotive Pumps (Suzhou)),Nidec
954,Nidec GPM GmbH  (Formerly Geraete- und Pumpenbau GmbH Dr. Eugen Schmidt),Nidec
955,Nidec Mobility Mexico S. de R.L.de C.V.,Nidec
956,Nidec Powertrain Systems (Zhejiang) Corporation (Formerly Nidec Tosok (Zhejiang) Corporation),Nidec
957,Nidec Powertrain Systems Corporation (Formerly Nidec Tosok Corporation),Nidec
958,Nifco Inc.,
959,"Nikki Co., Ltd.",
960,"Ningbo Geely Royal Engine Parts Co., Ltd.",
961,"Ningbo Huaxiang Electronic Co., Ltd.",NBHX Group
962,"Ningbo Kesen Exhaust Gas Cleaner Manufacturing Co., Ltd.",
963,"Ningbo Shenglong Automotive Powertrain System Co., Ltd.",Ningbo Shenglong Group
964,"Ningbo Shenglong Intelligent Manufacturing Camshaft Co., Ltd. (Formerly Ningbo Shenglong Precision Camshafts Co., Ltd.)",Ningbo Shenglong Group
965,"Ningbo Shuanglin Auto Parts Co., Ltd.",
966,"Ningbo Tuopu Group Co., Ltd.(Formerly Ningbo Tuopu Brake System Co., Ltd.)",Tuopu
967,"Ningbo Xusheng Group Co., Ltd. (Formerly Ningbo Xusheng Auto Technology Co., Ltd.)",Ningbo Xusheng Group
968,"Ningbo Yuxiang Wire Control Chassis Co., Ltd. (Formerly Ningbo Tuopu Intelligent Brake System Co., Ltd.)",Tuopu
969,"Ningde Times (Shanghai) Intelligent Technology Co., Ltd.",
970,"Nippatsu Kiko Co., Ltd.",
971,Nippon Injector Corporation,Mitsubishi
972,"Nippon Piston Ring Co., Ltd.",Riken
973,Nippon Steel Corporation (Formerly Nippon Steel & Sumitomo Metal Corporation),Sumitomo
974,"Nishioka Malleable Iron Ind. Co., Ltd.",
975,Nissan,Nissan
976,"Nissan Kohki Co., Ltd.",Nissan
977,Nissan Motor Iberica (NMISA),Nissan
978,Nissan North America,Nissan
979,Nisshinbo Brake Inc.,Nisshinbo
980,Nisshinbo Holdings Inc.,Nisshinbo
981,"Nisshinbo Saeron (Changshu) Automotive Parts Co., Ltd.",Nisshinbo
982,"Nisshinbo Somboon Automotive Co.,Ltd.",Nisshinbo
983,Nitron Racing Systems Ltd.,
984,Norsk Hydro ASA,
985,Novares (Formerly Mecaplast S.A.M.),
986,"Novelis, Inc.",
987,OPmobility SE (Formerly Compagnie Plastic Omnium SE),
988,"OTICS (Thailand) Co., Ltd.",Otics
989,OTICS Corporation,Otics
990,Odenwald-Chemie GmbH,
991,Oehlins Racing AB,
992,Oerlikon Friction Systems (Germany) GmbH,
993,"Ogino Kogyo Co., Ltd.",
994,"Ogusu Industry Co., Ltd.",
995,Oiles Corporation,
996,"Okamoto Press Industry Co., Ltd.",
997,Omori Technos Corporation,
998,Omron Corp.,
999,Ondo Corporation (Formerly Ondo Kosakusho),Ondo
1000,"Ondo Shinsho (Thailand) Co., Ltd.",Ondo
1001,"Otics Mechanical Industry (Chang Shu) Co., Ltd.",Otics
1002,Otto Vollmann GmbH & Co. KG,
1003,Ovalo GmbH,
1004,"Owari Seiki (Thailand) Co., Ltd. (OST)",
1005,P.C.S. Machine Group Holding PCL,
1006,P.T. Aisan Nasmoco Industri,Aisan
1007,P.T. Asama Indonesia Manufacturing,Asama
1008,P.T. EXEDY Manufacturing Indonesia,Exedy
1009,P.T. FCC Indonesia,FCC
1010,P.T. Honda Precision Parts Manufacturing,Honda
1011,P.T. Kayaba Indonesia,
1012,P.T. Musashi Auto Parts Indonesia,Musashi
1013,P.T. Nusa Toyotetsu Corporation,
1014,P.T. Otics Indonesia,Otics
1015,P.T. Pakarti Riken Indonesia,Riken
1016,PHINIA Componentes Mexico S. de R.L. de C.V. (Formerly BorgWarner Componentes PDS S. de R.L. de C.V.),Phinia
1017,PMG Holding GmbH,PMG
1018,"POSCO Co., Ltd.",Posco
1019,PSA Peugeot Citroen,
1020,PT Metalart Astra Indonesia (Formerly PT Metalart Indonesia),Metalart
1021,PT Robert Bosch,Bosch
1022,PT. AT Indonesia,
1023,PT. Aichi Forging Indonesia,Aichi
1024,PT. Aisin Indonesia,Aisin
1025,PT. Akashi Wahana Indonesia,
1026,PT. Akebono Brake Astra Indonesia,Akebono
1027,PT. Art Piston Indonesia,
1028,PT. Astra Otoparts Tbk,
1029,PT. Chuhatsu Indonesia - Cibitung Plant,
1030,PT. Denso Indonesia,Denso
1031,PT. Federal Izumi Manufacturing,
1032,PT. Futaba Industrial Indonesia,Futaba
1033,PT. Honda Prospect Motor,Honda
1034,PT. Indonesia Thai Summit Auto,
1035,PT. Sango Indonesia,Sango
1036,PT. Yorozu Automotive Indonesia,
1037,PV Clean Mobility Technologies,
1038,"Pacific Industrial Co., Ltd.",
1039,Padmini VNA Mechatronics Pvt. Ltd.,
1040,Pancon MIE (Formerly Sunstone Components Group),
1041,Peugeot,
1042,"Phinia Delphi Automotive Systems (Shanghai) Co., Ltd. (Formerly BorgWarner Shanghai Automotive Fuel Systems Co., Ltd.)",
1043,Pierburg GmbH,Pierburg
1044,Pierburg GmbH - Plant Niederrhein,Pierburg
1045,Pierburg Japan Corp.,Pierburg
1046,Pierburg MIKUNI Pump Technology (Shanghai) Corporation,Pierburg
1047,Pierburg Pump Technology Mexico S. A. de C. V.,Pierburg
1048,"Plastic Tec, S.A. de C.V. - Lerma",
1049,"Plasticos Automotrices de Sahagun, S.A. de C.V",
1050,Plastomer Corporation,
1051,Pr?zisionstechnik G?strow GmbH (PTG),
1052,Precision Camshafts Ltd.,PCL
1053,"Precision Sintered Products (Wuxi) Co., Ltd.",
1054,"Press Kogyo Co., Ltd.",
1055,Pricol Ltd.,
1056,Prince Metal Stampings USA Inc.,
1057,"Prospira (Changzhou) Automotive Products Co., Ltd. (Formerly Bridgestone (Changzhou) Automotive Products Co., Ltd.)",
1058,"Proterial, Ltd. (Formerly Hitachi Metals, Ltd.)",
1059,"Purem Automotive Technology (Chongqing) Co., Ltd. (Formerly Ebersp?cher Exhaust Technology (Chongqing) Co., Ltd.)",Purem
1060,"Purem Automotive Technology (Shanghai) Co., Ltd. (Formerly Ebersp?cher Exhaust Technology (Shanghai) Co., Ltd.)",Purem
1061,"Purem Automotive Technology (Taizhou) Co., Ltd. (Formerly Ebersp?cher Exhaust Technology (Taizhou) Co., Ltd.)",Purem
1062,Purem GmbH (Formerly Ebersp?cher Exhaust Technology GmbH & Co. KG),Purem
1063,"Purem Novi Inc. - Northport (Formerly Eberspaecher North America, Inc. - Northport)",Purem
1064,Pyung Hwa India Pvt. Ltd.,Pyung Hwa
1065,"Pyung Hwa Industrial Co., Ltd.",Pyung Hwa
1066,"Qianchao Sunway Co., Ltd. (Formerly Jiangsu Sunway Precision Forging Co., Ltd.)",
1067,"Qijing Machinery Co., Ltd.",
1068,"Qingdao Huaxiang Automotive Metal Parts Co., Ltd.",
1069,"Qufu Jinhuang Technology Co., Ltd.",
1070,"R. H. Sheppard Co., Inc.",
1071,REMUS Innovation GmbH,
1072,"ROKI Co., Ltd.",Roki
1073,Ramko Injection Inc.,
1074,Rane (Madras) Ltd.,Rane
1075,Rane Group,Rane
1076,Rausch & Pausch Automotive GmbH & Co. KG (RAPA Automotive),
1077,Renault,
1078,Renault - Sevilla Plant,
1079,"Resonac America, Inc. (Formerly Showa Denko Materials (America), Inc.)",Resonac
1080,"Resonac Corporation (Formerly Showa Denko Materials Co., Ltd.)",Hitachi
1081,"Resonac Materials (Thailand) Co., Ltd. (Formerly Showa Denko Materials (Thailand) Co., Ltd.)",Resonac
1082,"Resonac Materials (Thailand) Co., Ltd. - Ayutthaya Factory (Formerly Showa Denko Materials (Thailand) Co., Ltd. - Ayutthaya Factory)",Resonac
1083,"Resonac Materials Mexico, S.A. de C.V. (Formerly Showa Denko Materials Mexico, S.A. de C.V.)",Resonac
1084,Rheinmetall AG,Rheinmetall
1085,Rheinmetall Automotive -USA,Rheinmetall
1086,Rico Auto Industries Ltd.,
1087,Riken Corporation,Riken
1088,Robert Bosch (France) S.A.S.,Bosch
1089,Robert Bosch (Pty) Ltd.,Bosch
1090,Robert Bosch Automotive Steering GmbH,Bosch
1091,Robert Bosch Automotive Steering Kft.,Bosch
1092,Robert Bosch Automotive Steering LLC,Bosch
1093,Robert Bosch Automotive Technologies (Thailand) Co. Ltd. - Amata city Plant 1,Bosch
1094,Robert Bosch GmbH - Blaichach,Bosch
1095,Robert Bosch LLC - Charleston,Bosch
1096,Robert Bosch Limitada,Bosch
1097,Robert Bosch Mexico S.A. de C.V.,Bosch
1098,Robert Bosch odbytova s.r.o.,Bosch
1099,"Robert Bosch, spol. s r.o.",Bosch
1100,"Roki (Thailand) Co., Ltd.",Roki
1101,"Roki Suzhou Co., Ltd.",Roki
1102,Rollax GmbH & Co. KG,
1103,Rongtai Industrial Development Le?n S. de R.L. de C.V.,
1104,Rudolph Usinados S.A.,
1105,Ruili Group Corporation,Ruili
1106,"Ruili Group Ruian Auto Parts Co., Ltd.",Ruili
1107,Ryobi Aluminium Casting (UK) Ltd.,Ryobi
1108,"Ryobi Die Casting (Thailand) Co., Ltd",Ryobi
1109,"Ryobi Die Casting (USA), Inc.",Ryobi
1110,"Ryobi Die Casting Dalian Co., Ltd.",Ryobi
1111,Ryobi Limited,Ryobi
1112,"SAIC GM Dong Yue Powertrain Co., Ltd.",SAIC Motor Group
1113,"SAIC Lianchuang Intelligent Network Technology (Jiangsu) Co., Ltd.",SAIC Motor Group
1114,SAIC Passenger Vehicle,SAIC Motor Group
1115,SAIC-GM,SAIC Motor Group
1116,"SANGO Thai Engineering & Manufacturing Co., Ltd. (STEM) (Formerly YS Pund Co., Ltd.)",Sango
1117,"SANGO Thai Engineering & Manufacturing Co., Ltd. (STEM) - Banpho plant",Sango
1118,SEG Automotive Components Brazil Ltda.,SEG
1119,SEG Automotive Germany GmbH (Formerly Robert Bosch Starter Motors Generators Holding GmbH),SEG
1120,SEG Automotive India Private Ltd.,SEG
1121,SEG Automotive M?xico Manufacturing S.A. de C.V.,SEG
1122,"SEG Automotive Products (China) Co., Ltd. (Formerly Robert Bosch Motor (China) Co., Ltd.)",SEG
1123,SGMW,SAIC Motor Group
1124,SHW AG,SHW
1125,"SJG Sejong Co., Ltd. (Formerly Sejong Industrial Co., Ltd.)",Sejong
1126,"SJG Sejung Co., Ltd. (Formerly Sejung Co., Ltd.)",SJG Sejung
1127,SKF Industrie S.p.A.,SKF
1128,SKF Japan Ltd.,SKF
1129,"SKF Sealing Solutions, S.A. de C.V.",SKF
1130,SKF USA Inc.,SKF
1131,SKH Magneti Marelli Exhaust Systems Pvt. Ltd.,
1132,SKH Metals Ltd.,
1133,SKH Y-TEC India Pvt. Ltd.,
1134,SNOP,
1135,"SNT Daewoo (Kunshan) Co., Ltd.",SNT Motiv
1136,"SNT Motiv Co., Ltd. (Formerly S&T Motiv Co., Ltd.)",SNT Motiv
1137,"SWAT Auto Parts Co., Ltd.",
1138,"Saeron Automotive Beijing Co.,Ltd.",
1139,"Sakamoto Industry Co., Ltd.",
1140,"Sakura Metal Industry Co., Ltd.",
1141,Sakurai Ltd.,
1142,"Saleri Shanghai Co., Ltd.",
1143,"Sambo Motors Co., Ltd.",
1144,"Samkee Corp. (Formerly Samkee Automotive Co., Ltd.)",
1145,Samvardhana Motherson Group,
1146,"Sanden HASCO Automotive Air-Conditioning Co., Ltd. (Formerly Sanden Huayu Automotive Air-Conditioning Co., Ltd.)",
1147,"Sango Co., Ltd.",SANGO
1148,"Sangsin Brake (Wuxi) Co., Ltd.",Sangsin
1149,"Sangsin Brake Co.,Ltd.",Sangsin
1150,"Sankei Co., Ltd.",Sankei
1151,"Sankei Giken Kogyo Co., Ltd.",Sankei
1152,Sapura Industrial Berhad,
1153,"Schaeffler (China) Co., Ltd.",Schaeffler
1154,Schaeffler AG,Schaeffler
1155,Schaeffler AG (Formerly Vitesco Technologies Group AG),Schaeffler
1156,Schaeffler Automotive Buehl GmbH & Co. KG,Schaeffler
1157,Schaeffler Group USA Inc.,Schaeffler
1158,Schaeffler India Limited,Schaeffler
1159,Schaeffler India Limited (Formerly Luk India Pvt. Ltd.),Schaeffler
1160,"Schaeffler Japan Co., Ltd.",Schaeffler
1161,Schaeffler Savaria Kft. (Formerly LuK Savaria Kft.),Schaeffler
1162,"Schaeffler Transmisi?n, S. de R.L. de C.V. �V Puebla (Formerly LuK Puebla, S.A. de C.V.)",Schaeffler
1163,"Schaeffler Transmission Systems, LLC �V Wooster (Formerly LuK USA LLC)",Schaeffler
1164,Schw?bische H?ttenwerke Automotive GmbH (SHW Automotive GmbH),SHW
1165,Sellowrap Industries Pvt. Ltd. (Formerly Sellowrap Manufacturing Pvt. Ltd.),
1166,"Sensata Technologies Changzhou Co., Ltd.",Sensata
1167,"Sensata Technologies, Inc.",Sensata
1168,Setrab AB,
1169,"Shaanxi Fast Auto Drive Group Co., Ltd.",
1170,"Shandong Changlin Foundry Co., Ltd.",
1171,"Shandong Disheng Transmission Co., Ltd.",
1172,"Shandong Gold Phoenix Co., Ltd.",
1173,"Shandong Hyundai Wia Automobile Engine Co., Ltd. (Formerly Hyundai WIA Automotive Engine (Shangdong) Co., Ltd.)",Hyundai
1174,"Shandong Longji Machinery Co., Ltd.",
1175,"Shandong SAIC Automotive Transmission Co., Ltd.",SAIC Motor Group
1176,"Shandong Youfin Auto Electronic Control System Co., Ltd.",Youfin
1177,"Shandong Zhenting Jinggong Piston Co., Ltd.",Zhenting Jinggong
1178,"Shanghai Aeroengine Manufacturing Co., Ltd.",
1179,"Shanghai Aichi Forging Co., Ltd.",Aichi
1180,"Shanghai Automobile Gear Works Co., Ltd. (SAGW)",SAGW
1181,"Shanghai Automotive Brake Systems Co., Ltd.",SAIC Motor Group
1182,Shanghai Baolong Automotive Corporation,Shanghai Baolong
1183,"Shanghai Beite Technology Co., Ltd.",Shanghai Beite Tech
1184,Shanghai Benteler Huizhong Automotive Company Ltd.,Benteler
1185,"Shanghai Boyang Electrical & Mechanical Technology Development Co., Ltd.",
1186,"Shanghai Carthane Co., Ltd.",
1187,"Shanghai Cosmopolitan Automobile Accessory Co., Ltd.",
1188,"Shanghai DuoLi Auto Parts Co., Ltd.",
1189,"Shanghai E-xon Power System Co., Ltd.",
1190,Shanghai Hezhong Auto Parts Factory.,
1191,"Shanghai Huizhong Automotive Manufacturing Co., Ltd.",
1192,"Shanghai LEEKR Technology Co., Ltd.",
1193,"Shanghai Langt Autocatalyst Co., Ltd.",
1194,"Shanghai Leaf Blade Machine Manufacturing Co., Ltd.",
1195,"Shanghai Lianming Machinery Co., Ltd.",
1196,"Shanghai Metalsa Automotive Parts Co., Ltd.",
1197,"Shanghai SDZ Auto Parts Co., Ltd.",
1198,"Shanghai Sachs Huizhong Shock Absorber Co., Ltd.",
1199,"Shanghai Sandmann Foundry Co., Ltd.",
1200,"Shanghai Tenneco Exhaust System Co., Ltd.",
1201,"Shanghai Tenneco Exhaust System Co., Ltd. Changsha Branch",
1202,"Shanghai Trugo Automotive Technology Co., Ltd.",
1203,"Shanghai Tsingdu Automotive Technology Co., Ltd.",
1204,"Shanghai Valeo Automotive Electrical Systems Co., Ltd.",
1205,"Shanghai Volkswagen Powertrain Co., Ltd.",
1206,"Shanghai Zhelin Auto Parts Co., Ltd.",
1207,Shape Corp. -World Headquarters,
1208,Sharda Industries,Sharda
1209,Sharda Motor Industries Ltd.,Sharda
1210,"Shengrui Transmission Co., Ltd.",Shengrui
1211,"Shenyang Aerospace Mitsubishi Motors Engine Manufacturing Co., Ltd.",Mitsubishi
1212,"Shenyang Lingyun Waldaschaff Automotive Industry Technology Co., Ltd.",Lingyun
1213,"Shenyang Sanwei Machinery Co., Ltd.",
1214,"Shiloh Industries, Inc.",
1215,Shineray,
1216,"Shinko Kogyo Co., Ltd.",
1217,"Shiyan Tenneco Engine Components Co., Ltd. (Formerly Federal-Mogul Dong Feng (Shiyan) Engine Components Co., Ltd.)",
1218,Shriram Pistons & Rings Ltd.,
1219,"Siam AT Industry Co., Ltd. (SATI)",Aisin
1220,"Siam Aisin Co., Ltd.",Aisin
1221,"Siam Calsonic Co., Ltd.",
1222,"Siam Daiso Industries Co., Ltd. (Formerly Yarnapund Daiso (Thailand) Co., Ltd.)",
1223,"Siam Kyosan Denso Co., Ltd.",Denso
1224,"Siam NPR Co., Ltd.",
1225,"Siam Toyota Manufacturing Co., Ltd.",Toyota
1226,"Sichuan Aerospace Shiyuan Technology Co., Ltd. (Formerly Sichuan Aerospace Shiyuan Automobile Parts Co., Ltd.)",
1227,"Sichuan Mianyang Huayuan Hangsheng Environmental Protection Technology Co., Ltd. (Formerly Sichuan Mianyang Huayuan Lixing Environmental Protection Technology Co., Ltd.)",
1228,"Sichuan Ningjiang Shanchuan Machinery Co., Ltd.",China South
1229,"Sichuan Science City Jiangtai Electronics Co., Ltd.",
1230,"Sichuan Sejong Auto Parts Co., Ltd.",Sejong
1231,"Sichuan Xinyuanrui Technology Co., Ltd. (Formerly Sichuan Mianyang Ruichen Automotive Parts Co., Ltd.)",
1232,Sika Corporation - Industry and Automotive,Sika
1233,"Sinocat Co., Ltd. (Formerly Sinocat Environmental Technology Co., Ltd.)",
1234,"SinterCast, Inc.",
1235,Skf Argentina S.A.,SKF
1236,Snop Automotive Cologne GmbH (Formerly Tower Automotive Holding GmbH),Snop
1237,"Snop Automotive Malacky, a.s. (Formerly Tower Automotive a.s. - Malacky)",Snop
1238,"Sogefi (Suzhou) Auto Parts Co., Ltd.",Sogefi
1239,Sogefi S.p.A.,Sogefi
1240,Sogefi Suspension Brasil Ltda.,Sogefi
1241,"Sohshin Co.,Ltd.",Hino
1242,"Somboon Advance Technology Public Co., Ltd.",Somboon
1243,"Somboon Somic Manufacturing Co., Ltd.",Somboon
1244,"Somic Automotive Components Co., Ltd.",Somic
1245,Somic Ishikawa Inc.,Somic
1246,"Somic Tianjin Automotive Components Co., Ltd.",Somic
1247,Sona BLW Precision Forgings Ltd. (Sona Comstar),
1248,Stabilus GmbH,
1249,Stackpole International,
1250,Stanadyne LLC,
1251,Standard-Metallwerke GmbH,
1252,Stant Corporation,
1253,Star Assembly SRL,
1254,Starters E-Components Generators Automotive Hungary Kft. (Formerly Robert Bosch Energy and Body Systems Kft.),SEGA
1255,Starters E-Components Generators Automotive Hungary Kft. - Szirmabeseny?,SEGA
1256,Subaru,Subaru
1257,Subaru - Oizumi Plant,Subaru
1258,"Sugimoto Metal Manufacturing Co., Ltd.",
1259,"Sumitomo Riko Co., Ltd. (Formerly, Tokai Rubber Industries)",
1260,Sundram Fasteners Limited - Pumps & Assemblies,
1261,"Sungwoo Hitech Co., Ltd.",
1262,"Sunitech (Anhui) Precise Manufacture Co., Ltd. (Formerly Anhui Ningguo Chenguang Auto Parts Co., Ltd.)",
1263,"Suzhou Ishikawa Iron Manufacturing Co., Ltd.",
1264,Suzuki,Suzuki
1265,"Suzuki Akita Auto Parts Mfg. Co., Ltd.",Suzuki
1266,"Suzuki Auto Parts Mfg. Co., Ltd.",Suzuki
1267,"Suzuki Auto Parts Toyama Mfg. Co., Ltd.",Suzuki
1268,"TABC, Inc.",
1269,"TBK Co., Ltd.",
1270,"TBKK (Thailand) Co., Ltd.",
1271,TFO Corporation,
1272,"THK Rhythm (Thailand) Co., Ltd.",THK
1273,"THK Rhythm Co., Ltd.",THK
1274,"THK Rhythm Guangzhou Co., Ltd.",THK
1275,THOMAS MAGNETE GMBH,
1276,"TI Automotive (Thailand) Co., Ltd.",TI
1277,TI Automotive Reynosa S. de R.L. de C.V.,TI
1278,TI Fluid Systems Plc. (Formerly TI Automotive Limited),TI
1279,TMD Friction Holdings GmbH,
1280,"TOA (USA), LLC",
1281,"TOYOTOMI Auto Parts (Thailand) Co., Ltd.",
1282,TRW Automotive Espana S.L.U.,TRW
1283,"TRW FAWER Automobile Safety Systems (Changchun) Co., Ltd. Chengdu Branch",TRW
1284,"TS Molymer Co., Ltd.",
1285,TSM Corporation,
1286,"Taicang Sejong Auto Parts Co., Ltd.",
1287,"Taiwan Atecx Auto Parts Co., Ltd. (Formerly ADVICS Taiwan Automotive Parts Co., Ltd.)",
1288,Taiwan Brake Technology Corporation,
1289,"Taizhou Gold Bridge Friction Material Co., Ltd.",
1290,"Takaoka Lioho (Guangzhou) Industries Co., Ltd.",
1291,"Takebe (Thailand) Co., Ltd.",
1292,"Takeda Chuzo Co., Ltd.",
1293,Takshi Auto Components Pvt. Ltd.,
1294,"Tangshan Aisin Gear Co., Ltd.",
1295,"Techno-Metal Co., Ltd.",
1296,Teijin Limited,
1297,"Tenneco (Beijing) Ride Control System Co., Ltd.",Tenneco
1298,"Tenneco (Changzhou) Ride Performance Co., Ltd.",Tenneco
1299,"Tenneco (Dalian) Exhaust System Co., Ltd.",Tenneco
1300,"Tenneco (Guangzhou) Co., Ltd.",Tenneco
1301,"Tenneco (Suzhou) Emission System Co., Ltd.",Tenneco
1302,Tenneco Automotive Eastern Europe Sp. z o.o.,Tenneco
1303,Tenneco Automotive Europe NV,Tenneco
1304,"Tenneco Automotive Iberica, S.A.",Tenneco
1305,Tenneco Automotive India Pvt. Ltd.,Tenneco
1306,Tenneco Automotive India Pvt. Ltd. - Bawal Plant,Tenneco
1307,Tenneco Automotive India Pvt. Ltd. - Chennai Plant,Tenneco
1308,Tenneco Automotive India Pvt. Ltd. - Pune Plant,Tenneco
1309,"Tenneco Automotive Industry (Suzhou) Co., Ltd.",Tenneco
1310,Tenneco Canada Inc.,Tenneco
1311,"Tenneco FAWSN (Foshan) Automobile Parts Co., Ltd.",Tenneco
1312,"Tenneco FAWSN (Tianjin) Automobile Parts Co., Ltd.",Tenneco
1313,"Tenneco Fusheng (Chengdu) Automobile Parts Co., Ltd.",Tenneco
1314,Tenneco GmbH,Tenneco
1315,Tenneco Inc.,Tenneco
1316,"Tenneco Lingchuan (Chongqing) Exhaust System Co., Ltd.",Tenneco
1317,Tenneco Walker UK Ltd.,Tenneco
1318,"Tenneco-Ebersp?cher (Dalian) Exhaust System Co., Ltd.",Tenneco
1319,Tesla,Tesla
1320,"Thai Engineering Products Co., Ltd. (TEP)",TEP
1321,"Thai Marujun Co., Ltd.",
1322,"Thai NOK Co., Ltd.",
1323,"Thai Rung Union Car Public Co., Ltd.",
1324,"Thai Summit Eastern Seaboard Auto Parts Industry Co., Ltd.",Thai Summit Group
1325,"Thai Summit Engineering Co., Ltd.",Thai Summit Group
1326,Thai Summit PK Corporation Ltd.,Thai Summit Group
1327,"Thai Summit PKK Bangpakong Co., Ltd.",Thai Summit Group
1328,"Thai Summit PKK Co., Ltd.",Thai Summit Group
1329,The Hi-Tech Gears Ltd.,
1330,The Narmco Group,
1331,"The Siam Nawaloha Foundry Co., Ltd. (SNF)",Aisin
1332,The Timken Company,
1333,"ThyssenKrupp Bilstein Shock Absorbers Auto Parts (Changzhou) Co., Ltd.",thyssenkrupp
1334,"Tianjin Aisin Automatic Transmission Co., Ltd.�]Formerly Tianjin AW Automatic Transmission Co., Ltd.�^",Aisin
1335,"Tianjin Beite Automotive Parts Co., Ltd.",
1336,Tianjin Catarc Auto Hi-Tech Company (CAH),CATARC
1337,"Tianjin Denso Electronics Co., Ltd.",Denso
1338,"Tianjin Denso Engine Electrical Products Co., Ltd.",Denso
1339,"Tianjin Futaba Shye Chan Mechanical Co., Ltd.",Futaba
1340,Tianjin Keylex Automotive Parts Corporation,
1341,"Tianjin Sango Automotive Parts Co., Ltd.",Sango
1342,"Tianjin Shuang Shye Mechanical Industrial Co., Ltd.",
1343,"Tianjin TRINOVA Auto Tech Co., Ltd.",Trinova
1344,"Tianjin Zhongxing Automotive Components Co., Ltd.",
1345,"Tianrun Industry Technology Co., Ltd.(Formerly Tianrun Crankshaft Co., Ltd.)",
1346,"Tokyo Roki (Thailand) Co., Ltd. - Amata plant",Tokyo Roki
1347,"Tokyo Roki (Thailand) Co., Ltd. - Gateway Plant",Tokyo Roki
1348,"Tokyo Roki Co., Ltd.",Tokyo Roki
1349,"Topre (Thailand) Co., Ltd.",Topre
1350,Topre Corporation,Topre
1351,"Toyo Advanced Technologies Co., Ltd.",
1352,"Toyoda Gosei Co., Ltd.",Toyoda
1353,"Toyoda Iron Works Co., Ltd.",Toyoda
1354,Toyota,Toyota
1355,Toyota - Shimoyama Plant,Toyota
1356,Toyota - Tahara Plant,Toyota
1357,Toyota Industries Corporation,Toyota
1358,Toyota Industries Engine India Pvt. Ltd.,Toyota
1359,"Toyota Industry (Kunshan) Co., Ltd.",Toyota
1360,Toyota Kirloskar Auto Parts Pvt. Ltd.,Toyota
1361,Toyota Motor East Japan Inc.,Toyota
1362,Toyota Motor East Japan Inc. - Miyagi Taiwa Plant (Formerly Toyota Mortor East Corporation),Toyota
1363,Toyota Motor Manufacturing Poland - Walbrzych Plant,Toyota
1364,Toyotetsu Otomotiv Par?alar? ve Ticaret A.?.,Toyotetsu Otomotiv
1365,"Toyotomi Kiko Co., Ltd.",
1366,Trelleborg AB,
1367,Tremec Corporation,
1368,"Trugo Automotive Technology (Jiangsu) Co., Ltd.",
1369,Tsubakimoto Chain Co.,Tsubakimoto
1370,Tsubakimoto Europe B.V.,Tsubakimoto
