Region,Maker,Model,Model year,Supplier
China,Shanghai Volkswagen,Volkswagen Polo (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai Volkswagen,Volkswagen Santana (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai Volkswagen,Volkswagen Tiguan (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
Japan,Toyota,Corolla Axio Hybrid/Corolla Fielder Hybrid,2014,"Kyoho Machine Works, Ltd."
Japan,Toyota,Corolla Axio Hybrid/Corolla Fielder Hybrid,2014,"Toyoda Iron Works Co., Ltd."
Japan,Toyota,Harrier,2014,"Aisin Takaoka Co., Ltd."
Japan,Toyota,RAV4,2014,"Aisin Takaoka Co., Ltd."
Japan,Toyota,RAV4,2014,"Kyoho Machine Works, Ltd."
ASEAN?India?Korea,Uz-Daewoo,Daewoo Damas (Uzbekistan),2014,Uz-DongWon Co.
Europe,Volkswagen,Golf GTE (Germany),2014,Gedia Gebrueder Dingerkus GmbH
Europe,BMW,2 Series (Germany),2013,FEMALK Zrt. - Dunavars?ny Plant
Europe,BMW,i3 (Germany),2013,Gedia Gebrueder Dingerkus GmbH
Japan,Daihatsu,Mira e:S,2013,"ASTEER Co., Ltd."
Japan,Daihatsu,Mira e:S,2013,"D-ACT.Co., Ltd. (Formerly Aoi Machine Industry Co., Ltd.)"
Japan,Daihatsu,Mira e:S,2013,"D-ACT.Co., Ltd. - Osaka (Formerly Kawamura Metal Mfg. Co., Ltd.)"
Japan,Daihatsu,Mira e:S,2013,"D-ACT.Co., Ltd. - Osaka (Formerly Kawamura Metal Mfg. Co., Ltd.)"
Japan,Daihatsu,Mira e:S,2013,Enoki Corporation
Japan,Daihatsu,Move,2013,"D-ACT.Co., Ltd. (Formerly Aoi Machine Industry Co., Ltd.)"
Japan,Daihatsu,Move,2013,"D-ACT.Co., Ltd. - Osaka (Formerly Kawamura Metal Mfg. Co., Ltd.)"
Japan,Daihatsu,Move,2013,"D-ACT.Co., Ltd. - Osaka (Formerly Kawamura Metal Mfg. Co., Ltd.)"
Japan,Daihatsu,Move,2013,Enoki Corporation
Americas,Daimler,Mercedes-Benz GL-Class (USA),2013,Martinrea International Inc.
Americas,Ford,Fusion (USA),2013,Magna International Inc.
ASEAN?India?Korea,Honda,Accord (Thailand),2013,"H-ONE Parts (Thailand) Co., Ltd."
